Date,From First Name,From Last Name,From Where,Action,To First Name,To Last Name,To Where,Action Amount
Sun Jul 26 18:53:07 MDT 2020,Mickey,Mouse,Savings,inquires,,,,
Sun Jul 26 18:53:07 MDT 2020,Mickey,Mouse,Checking,withdraws,,,,100.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Mickey,Mouse,Savings,500.0
Sun Jul 26 18:53:07 MDT 2020,Mickey,Mouse,Savings,withdraws,,,,300.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Mickey,Mouse,Credit,300.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Bryan,Acosta,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Alfredo,Arce,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Cezar,Barba,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Alejandro,Blanco,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Brandon,Bustamante,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Abel,Carrasco,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Axel,Diaz,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Alan,Licerio,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Lorenzo,Martinez,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Ricardo,Mendez,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Eyan,Meraz,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Alonso,Monarrez,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,David,Morales,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Osvaldo,Nevarez,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Cesar,Padron,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Alejandro,Ramirez,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Luis,Renteria,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Hector,Reyes,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Elizabeth,Reyes Jimenez,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Elias,Roybal,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Ruth,Trejo,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,Jeffrey,Vanarsdall,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,,,deposits,German,Viezcas,Checking,5000.0
Sun Jul 26 18:53:07 MDT 2020,Daniel,Mejia,Checking,inquires,,,,
Sun Jul 26 18:53:07 MDT 2020,Mickey,Mouse,Savings,withdraws,,,,100.0
Sun Jul 26 18:53:07 MDT 2020,Bryan,Acosta,Checking,pays,Donald,Duck,Checking,48.46
Sun Jul 26 18:53:07 MDT 2020,Minnie,Mouse,Savings,withdraws,,,,79.0
Sun Jul 26 18:53:07 MDT 2020,Alfredo,Arce,Checking,pays,Goofy,Disney,Checking,15.63
